terminologyId,negated,value
TMP-qgp542,0,"<  223369002 |Country (geographic location)|"
VascularCHUPDiagnósticos,0,"< 64572001 |Disorder|: 
	 363698007 |Finding site| = <<59820001 |Estrutura vascular|"
37711000003109,0,"< 195967001 |Asthma (disorder)|"
37711000003109,0,82272006
37711000003109,0,76067001
37711000003109,0,25064002
TMP-eo6zqx,0,"< 301187008 |Finding of appearance of nose (finding)|"
TMP-4y9rpi,0,"<< 16332841000119106 OR << 169069000 OR << 399208008 OR << 88628008"
1234567,0,"<< 195967001"
TMP-a4gxo3,0,"< 301187008 |Finding of appearance of nose (finding)|"
TMP-a4gxo3,1,"<< 301188003 |Finding of size of nose (finding)|"
TMP-j1d35y,0,"<<426465002 | Entire nucleus of brain (body structure)|"
"Social Care regimes",0,"<< 183425000 |Social care (regime/therapy)|"
TMP-g2arlj,0,<<405944004
683861000189108,0,"<<272123002 | Frequencies (qualifier value) |"
683861000189108,0,"<<419492006 | Additional dosage instructions (qualifier value) |"
683861000189108,0,"<<284009009 |Route of administration value (qualifier value)|"
683861000189108,0,"<<272106006 | Temporal periods of day (qualifier value) |"
683861000189108,0,"<<307157008 | Temporal periods relating to activities (qualifier value) |"
683861000189108,0,"<<420247005 | Dosing instruction imperative (qualifier value) |"
683861000189108,0,"<<408102007 | Unit dose (qualifier value) |"
TMP-9qyxrp,0,"<< 78648007 OR << 27624003 OR << 49601007 OR << 414029004 OR << 235856003 OR << 118940003 OR << 50043002 OR << 8517006 OR << 80141007 OR << 107921000119107 OR << 90708001 OR << 363346000 OR << 75934005 OR << 414825006 OR << 414915002 OR << 370388006 OR << 370391006 OR << 77386006 OR << 77176002"
TMP-9qyxrp,0,"<< 78648007 OR << 27624003 OR << 49601007 OR << 414029004 OR << 235856003 OR << 118940003 OR << 50043002 OR << 8517006 OR << 80141007 OR << 107921000119107 OR << 90708001 OR << 363346000 OR << 75934005 OR << 414825006 OR << 414915002 OR << 370388006 OR << 370391006 OR << 77386006 OR << 77176002"
TMP-nv3hfl,0,"<< 78648007 OR << 27624003 OR << 49601007 OR << 414029004 OR << 235856003 OR << 118940003 OR << 50043002 OR << 8517006 OR << 80141007 OR << 107921000119107 OR << 90708001 OR << 363346000 OR << 75934005 OR << 414825006 OR << 414915002 OR << 370388006 OR << 370391006 OR << 77386006 OR << 77176002"
TMP-pcx3sl,0,"(
  < 64572001|Disease| : 363698007|Finding site| != < 423857001|Structure of half of body lateral to midsagittal plane|
) MINUS (
  (<< 417746004|Traumatic injury| OR < 46635009|Type 1 diabetes mellitus| OR < 44054006|Type 2 diabetes mellitus| OR < 22298006|Myocardial infarction| OR < 199223000|Diabetes mellitus during pregnancy, childbirth and the puerperium| OR < 60168000|Osteomyelitis| OR < 396275006|Osteoarthritis| OR < 90560007|Gout| OR < 8619003|Infertile| OR < 418130002|Proctocolitis| OR < 80967001|Dental caries|)
)"
TMP-2yz7tk,0,<<386510005
TMP-2yz7tk,0,<<406080008
TMP-2yz7tk,0,<<408654003
TMP-2yz7tk,0,<<12535006
TMP-2yz7tk,0,<<263629008
TMP-2yz7tk,0,<<280115004
TMP-2yz7tk,0,<<127584007
TMP-2yz7tk,0,<<70201003
TMP-2yz7tk,0,<<370862004
TMP-2yz7tk,0,<<423444004
TMP-2yz7tk,0,<<385699009
TMP-2yz7tk,0,<<274483006
TMP-2yz7tk,0,<<439236000
TMP-2yz7tk,0,<<31965002
TMP-2yz7tk,0,<<362958002
TMP-2yz7tk,0,<<25928001
TMP-2yz7tk,0,<<229270007
TMP-2yz7tk,0,<<106030000
TMP-2yz7tk,0,<<298685005
TMP-2yz7tk,0,<<263126002
TMP-2yz7tk,0,<<106028002
TMP-2yz7tk,0,<<167036008
TMP-2yz7tk,0,<<303624006
TMP-2yz7tk,0,<<1579007
TMP-2yz7tk,0,<<463892005
TMP-2yz7tk,0,<<702933008
TMP-2yz7tk,0,<<463341009
TMP-2yz7tk,0,<<22731001
TMP-2yz7tk,0,<<463946006
TMP-2yz7tk,0,<<118666003
TMP-2yz7tk,0,<<310161006
TMP-2yz7tk,0,<<183545006
TMP-2yz7tk,0,<<463386007
TMP-2yz7tk,0,<<83756009
TMP-2yz7tk,0,<<394801008
TMP-2yz7tk,0,<<463213007
TMP-2yz7tk,0,<<4424002
TMP-2yz7tk,0,<<423204009
TMP-2yz7tk,0,<<59169001
TMP-2yz7tk,0,<<309989009
TMP-2yz7tk,0,<<463255003
TMP-2yz7tk,0,<<463328005
TMP-2yz7tk,0,<<266907002
TMP-2yz7tk,0,<<463188001
TMP-2yz7tk,0,<<185252009
TMP-2yz7tk,0,<<463280003
TMP-2yz7tk,0,<<463627008
TMP-2yz7tk,0,<<700784006
TMP-2yz7tk,0,<<308278001
TMP-2yz7tk,0,<<183727009
TMP-2yz7tk,0,<<701195002
TMP-2yz7tk,0,<<164503006
TMP-2yz7tk,0,<<463350006
TMP-2yz7tk,0,<<305723005
TMP-2yz7tk,0,<<305897005
TMP-2yz7tk,0,<<185485004
TMP-2yz7tk,0,<<717143009
TMP-2yz7tk,0,<<705911003
TMP-2yz7tk,0,<<761960006
TMP-2yz7tk,0,<<463314004
TMP-2yz7tk,0,<<702191008
TMP-2yz7tk,0,<<463208008
TMP-2yz7tk,0,<<705901005
TMP-2yz7tk,0,<<303856001
TMP-2yz7tk,0,<<128538000
TMP-2yz7tk,0,<<66391000
TMP-2yz7tk,0,<<302414003
TMP-2yz7tk,0,<<416621003
TMP-2yz7tk,0,<<304364007
TMP-2yz7tk,0,<<183991005
TMP-2yz7tk,0,<<414252009
TMP-2yz7tk,0,<<26107004
TMP-2yz7tk,0,<<66954000
TMP-2yz7tk,0,<<416536005
TMP-2yz7tk,0,<<467831004
TMP-2yz7tk,0,<<309428008
TMP-2yz7tk,0,<<228595003
TMP-2yz7tk,0,<<705178002
TMP-2yz7tk,0,<<266743001
TMP-2yz7tk,0,<<702916001
TMP-2yz7tk,0,<<310129007
TMP-2yz7tk,0,<<80522000
TMP-2yz7tk,0,<<309360001
TMP-2yz7tk,0,<<736055001
TMP-2yz7tk,0,<<423040001
TMP-2yz7tk,0,"<< 64623003"
TMP-2yz7tk,0,<<108305003
TMP-2yz7tk,0,<<226050009
TMP-2yz7tk,0,<<229594008
TMP-2yz7tk,0,<<84478008
TMP-2yz7tk,0,<<705196006
TMP-2yz7tk,0,<<309940004
TMP-2yz7tk,0,<<705201002
TMP-2yz7tk,0,<<768822006
TMP-2yz7tk,0,<<229064008
TMP-2yz7tk,0,<<410088003
TMP-2yz7tk,0,<<278414003
TMP-2yz7tk,0,<<107658001
TMP-2yz7tk,0,<<18867006
TMP-rbjmnb,0,<<386510005
TMP-rbjmnb,0,<<406080008
TMP-rbjmnb,0,<<408654003
TMP-rbjmnb,0,<<12535006
TMP-rbjmnb,0,<<263629008
TMP-rbjmnb,0,<<280115004
TMP-rbjmnb,0,<<127584007
TMP-rbjmnb,0,<<70201003
TMP-rbjmnb,0,<<370862004
TMP-rbjmnb,0,<<423444004
TMP-rbjmnb,0,<<385699009
TMP-rbjmnb,0,<<274483006
TMP-rbjmnb,0,<<439236000
TMP-rbjmnb,0,<<31965002
TMP-rbjmnb,0,<<362958002
TMP-rbjmnb,0,<<25928001
TMP-rbjmnb,0,<<229270007
TMP-rbjmnb,0,<<106030000
TMP-rbjmnb,0,<<298685005
TMP-rbjmnb,0,<<263126002
TMP-rbjmnb,0,<<106028002
TMP-rbjmnb,0,<<167036008
TMP-rbjmnb,0,<<303624006
TMP-rbjmnb,0,<<1579007
TMP-rbjmnb,0,<<463892005
TMP-rbjmnb,0,<<702933008
TMP-rbjmnb,0,<<463341009
TMP-rbjmnb,0,<<22731001
TMP-rbjmnb,0,<<463946006
TMP-rbjmnb,0,<<118666003
TMP-rbjmnb,0,<<310161006
TMP-rbjmnb,0,<<183545006
TMP-rbjmnb,0,<<463386007
TMP-rbjmnb,0,<<83756009
TMP-rbjmnb,0,<<394801008
TMP-rbjmnb,0,<<463213007
TMP-rbjmnb,0,<<4424002
TMP-rbjmnb,0,<<423204009
TMP-rbjmnb,0,<<59169001
TMP-rbjmnb,0,<<309989009
TMP-rbjmnb,0,<<463255003
TMP-rbjmnb,0,<<463328005
TMP-rbjmnb,0,<<266907002
TMP-rbjmnb,0,<<463188001
TMP-rbjmnb,0,<<185252009
TMP-rbjmnb,0,<<463280003
TMP-rbjmnb,0,<<463627008
TMP-rbjmnb,0,<<700784006
TMP-rbjmnb,0,<<308278001
TMP-rbjmnb,0,<<183727009
TMP-rbjmnb,0,<<701195002
TMP-rbjmnb,0,<<164503006
TMP-rbjmnb,0,<<463350006
TMP-rbjmnb,0,<<305723005
TMP-rbjmnb,0,<<305897005
TMP-rbjmnb,0,<<185485004
TMP-rbjmnb,0,<<717143009
TMP-rbjmnb,0,<<705911003
TMP-rbjmnb,0,<<761960006
TMP-rbjmnb,0,<<463314004
TMP-rbjmnb,0,<<702191008
TMP-rbjmnb,0,<<463208008
TMP-rbjmnb,0,<<705901005
TMP-rbjmnb,0,<<303856001
TMP-rbjmnb,0,<<128538000
TMP-rbjmnb,0,<<66391000
TMP-rbjmnb,0,<<302414003
TMP-rbjmnb,0,<<416621003
TMP-rbjmnb,0,<<304364007
TMP-rbjmnb,0,<<183991005
TMP-rbjmnb,0,<<414252009
TMP-rbjmnb,0,<<26107004
TMP-rbjmnb,0,<<66954000
TMP-rbjmnb,0,<<416536005
TMP-rbjmnb,0,<<467831004
TMP-rbjmnb,0,<<309428008
TMP-rbjmnb,0,<<228595003
TMP-rbjmnb,0,<<705178002
TMP-rbjmnb,0,<<266743001
TMP-rbjmnb,0,<<702916001
TMP-rbjmnb,0,<<310129007
TMP-rbjmnb,0,<<80522000
TMP-rbjmnb,0,<<309360001
TMP-rbjmnb,0,<<736055001
TMP-rbjmnb,0,<<423040001
TMP-rbjmnb,0,"<< 64623003"
TMP-rbjmnb,0,<<108305003
TMP-rbjmnb,0,<<226050009
TMP-rbjmnb,0,<<229594008
TMP-rbjmnb,0,<<84478008
TMP-rbjmnb,0,<<705196006
TMP-rbjmnb,0,<<309940004
TMP-rbjmnb,0,<<705201002
TMP-rbjmnb,0,<<768822006
TMP-rbjmnb,0,<<229064008
TMP-rbjmnb,0,<<410088003
TMP-rbjmnb,0,<<278414003
TMP-rbjmnb,0,<<107658001
TMP-rbjmnb,0,<<18867006
TMP-kunfn0,0,"<<247052002 | Cataract finding (finding) |"
TMP-kunfn0,0,"<<13793006 | Extracapsular extraction of lens (procedure) |"
TMP-kunfn0,0,"85785001 | Capsulotomy of lens (procedure) |"
TMP-kunfn0,0,"<<308090007 | On examination - right cataract absent (situation) |"
TMP-kunfn0,0,"<<308088006 | On examination - right cataract present (situation) |"
TMP-kunfn0,0,"363960009 | Cataract feature (observable entity) |"
TMP-kunfn0,0,"422349000 | Cataract surgery specialty (qualifier value) |"
TMP-kunfn0,0,"<<735924004 | Cataract lens fragments in anterior chamber of eye due to and following cataract surgery (finding) |"
TMP-kunfn0,0,"<<722439009 | Endothelial dystrophy, iris hypoplasia, congenital cataract, stromal thinning syndrome (disorder) |"
TMP-kunfn0,0,"<<110473004 | Cataract surgery (procedure) |"
TMP-kunfn0,0,"<< 171216005 | Cataract screening (procedure) |"
TMP-kunfn0,0,"<<385910005 | Cataract care education (procedure) |"
TMP-kunfn0,0,"<<385908008 | Cataract care assessment (procedure) |"
TMP-kunfn0,0,"<<385911009 | Cataract care management (procedure) |"
TMP-kunfn0,0,"<<45919008 | Excision of secondary membrane (procedure) |"
TMP-kunfn0,0,"<<415266006 | Referral to cataract clinic (procedure) |"
TMP-kunfn0,0,"<<408383005 | Referral for cataract extraction (procedure) |"
TMP-kunfn0,0,"<< 410702009 | Pars plana lensectomy of cataract (procedure) |"
TMP-kunfn0,0,"<< 231742002 | Combined operation with cataract extraction (procedure) |"
TMP-kunfn0,0,"<<54305003 | Lens couching procedure (procedure) |"
TMP-kunfn0,0,"<< 160348002 | Family history: Cataract (situation) |"
TMP-kunfn0,0,"<<161489009 | History of cataract (situation) |"
TMP-kunfn0,0,"<<95721006 | Unilateral cataract (situation) |"
TMP-kunfn0,0,"<<162811006 | On examination - cataract present (situation) |"
TMP-kunfn0,0,"<<308091006 | On examination - left cataract absent (situation) |"
TMP-kunfn0,0,"<<434215004 | Operation on cataract planned (situation) |"
TMP-kunfn0,0,"<<428535004 | History of cataract extraction (situation) |"
TMP-kunfn0,0,"<<422349000 | Cataract surgery specialty (qualifier value) |"
TMP-kunfn0,0,"<<439054007 | Surgical cataract aspiration - action (qualifier value) |"
TMP-kunfn0,0,"<<128306009 | Cataract (morphologic abnormality) |"
TMP-kunfn0,0,"<<385909000 | Cataract care (regime/therapy) |"
TMP-ym4e9e,0,"< 19829001 |disorder of lung|"
TMP-nwnfm4,0,"< 19829001 |disorder of lung|:
116676008 |associated morphology| = << 79654002 |edema|"
TMP-qtun8a,0,"<<12738006 | Brain structure (body structure) |"
TMP-c7tcsl,0,"<< 71388002|Procedure| : << 405813007|Procedure site - Direct| = 66754008|Appendix structure|"
311000210107,0,"<<449410007 |Tubulovillous adenoma of anorectum (disorder)|"
68661000052109,0,"<405277009 |legitimerad läkare som gör specialiseringstjänstgöring|"
TMP-5xizsu,0,"<< 363349007 |Malignant tumor of stomach|"
TMP-ycuxpp,0,<250373003
45841000003106,0,"<< 363349007 |Cancer of stomach|"
TMP-hhzuf3,0,"<< 363349007 | Malignant tumor of stomach (disorder) |"
NZ-GPsets,0,^321000210102
NZ-GPsets,0,^71000210108
NZ-GPsets,0,^61000210102
NZ-GPsets,0,^261000210101
NZ-GPsets,0,^471000210108
NZ-GPsets,0,^241000210102
NZ-GPsets,0,^191000210102
NZ-GPsets,0,^91000210107
NZ-GPsets,0,^421000210109
NZ-GPsets,0,^351000210106
NZ-GPsets,0,^251000210104
NZ-GPsets,0,^50931000210104
NZ-GPsets,0,^391000210104
NZ-GPsets,0,^501000210102
NZ-GPsets,0,^461000210102
NZ-GPsets,0,^451000210100
NZ-GPsets,0,^101000210108
NZ-GPsets,0,^131000210103
NZ-GPsets,0,^181000210104
NZ-GPsets,0,^141000210106
NZ-GPsets,0,^50941000210107
NZ-GPsets,0,^121000210100
NZ-GPsets,0,^481000210105
NZ-GPsets,0,^51000210100
NZ-GPsets,0,^441000210103
TMP-kr80l9,0,"^ 711112009 |ICNP diagnoses simple map reference set (foundation metadata concept)|"
TMP-pn25uv,0,"<< 363358000 |Malignant tumor of lung (disorder)|"
TMP-1j5sv5,0,"<< 363478007 |Malignant tumor of thyroid gland (disorder)|"
TMP-jqwhsm,0,"<< 254837009 |Malignant neoplasm of breast (disorder)|"
TMP-122a3o,0,"<< 254837009 |Malignant neoplasm of breast (disorder)|"
TMP-ngaymq,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-ao02m1,0,"^ 733990004 |Nursing Activities Reference Set (foundation metadata concept)|
^ 733991000 |Nursing Health Issues Reference Set (foundation metadata concept)|"
TMP-ao02m1,1,"<709261005 | Assessment of breastfeeding |"
TMP-xnup9b,0,"^ 711112009 |ICNP diagnoses simple map reference set (foundation metadata concept)|"
TMP-xwf9ga,0,"<< 363349007 |Malignant tumor of stomach (disorder)|"
TMP-17fpqa,0,"< 185823004"
68661000052109,0,"<405277009 |legitimerad läkare som gör specialiseringstjänstgöring|"
TMP-86sgza,0,"<<404684003 |Clinical finding|:
363698007 |Finding site| = <<80891009 |Heart structure|,
116676008 |Associated morphology| = <<6574001 |Necrosis|"
TMP-pn05o2,0,"< 366649008 OR < 297947008 OR < 276323006"
TMP-af5kkj,1,1755008
TMP-af5kkj,1,251061000
TMP-af5kkj,0,"<<404684003 |Clinical finding|:
363698007 |Finding site| = <<80891009 |Heart structure|,
116676008 |Associated morphology| = <<6574001 |Necrosis|"
5961000202107,0,^6001000202100
TMP-c45h7m,0,<185823004
TMP-c45h7m,1,366649008
TMP-c45h7m,1,297947008
TMP-c45h7m,1,274672009
TMP-c45h7m,1,403197009
TMP-0emwb4,0,"< 185823004 | Finding of skin texture (finding) |"
TMP-x9a8q9,0,"<<12738006 | Brain structure (body structure) |"
61000269105,0,"<< 50043002 | Disorder of respiratory system (disorder) |"
61000269105,0,"<<118669005 | Procedure on respiratory system (procedure) |"
61000269105,0,"<<183447000 | Admission to respiratory intensive care unit (procedure) |"
61000269105,0,"<<410205005 | Respiratory care assessment (procedure) |"
61000269105,0,"<<410207002 | Respiratory care management (procedure) |"
61000269105,0,"<<408501008 | Emergency hospital admission for chronic obstructive pulmonary disease (procedure) |"
61000269105,0,"<<410198006 | Respiratory function management (regime/therapy) |"
61000269105,0,"<<409523000 | Standard respiratory precautions (procedure) |"
61000269105,0,"<<183507005 | Non-urgent respiratory admission (procedure) |"
61000269105,0,"<<363021009 | Complication of respiratory therapy procedure (disorder) |"
61000269105,0,"<<23426006 | Measurement of respiratory function (procedure) |"
TMP-pmmxvk,0,"^ 816080008 |International Patient Summary|"
RM-LocaisAnatomicos,0,"<< 442083009 |Anatomical or acquired body structure (body structure)|:
R 405813007 |Procedure site - Direct (attribute)|=   <113091000 | Magnetic resonance imaging (procedure) |"
TMP-q3extc,0,"<<399912005 | Pressure ulcer (disorder) |"
TMP-nrj155,0,<<105590001
TMP-o09inv,0,"<  19829001 |Disorder of lung|  AND <  301867009 |Edema of trunk|"
TMP-r88s65,0,"<  19829001 |Disorder of lung|  OR  <  301867009 |Edema of trunk|"
TMP-pd6ct1,0,"<<  19829001 |Disorder of lung|  MINUS <<  301867009 |Edema of trunk|"
TMP-rsy67r,0,"<< 19829001 |Disorder of lung| MINUS (<< 301867009 |Edema of trunk| OR 12240991000119102)"
TMP-rsy67r,0,"<<12738006 | Brain structure (body structure) |"
TMP-xswo2j,0,"<< 1142182006 OR << 1142181004 OR << 1145003007 OR << 1145035007 OR << 1145034006 OR << 1145023008 OR << 1145033000 OR << 1145030002 OR << 1145022003 OR << 1145032005 OR << 1145029007 OR <<1157195001 OR <<1157106007 OR <<1162644007 OR <<1157198004 OR <<1157200005 OR <<1157199007 OR <<1157201009 OR <<1157113007 OR <<1157120000 OR <<1162648005 OR <<1162650002 OR <<1157110005 OR <<1157118003 OR <<1162647000 OR <<1162649002 OR <<1156270003 OR <<1156746003 OR <<1156256003 OR <<1156267002 OR <<1156265005"
741000172102,0,"<<716186003 |No known allergy (situation)|"
741000172102,0,"<<716186003 |No known allergy (situation)|"
TMP-qwtrk9,0,<<363346000
TMP-0jjycs,0,"<< 12105461000119100 |Burn of dorsum of left hand (disorder)|"
TMP-80v4i6,0,"< 410720000 | Pain by sensation quality (finding) |"
TMP-zkr0gt,0,"< 185823004 |Finding of skin texture (finding)|
MINUS ( << 366649008 |Finding of thickness of skin (finding)| 
OR << 297947008 |Finding of consistency of skin (finding)|
OR << 248194004 |Wrinkled face (finding)| 
OR << 275887009 |Scaly scalp (finding)| )"
TMP-38bldn,0,"< 410720000 | Pain by sensation quality (finding) | : [0..0] 363698007 |Finding site| = << 123037004 |Body structure (body structure)|"
TMP-35vm05,0,"(< 185823004 |Finding of skin texture (finding)| MINUS ( << 297947008 |Finding of consistency of skin (finding)| OR << 366649008 |Finding of thickness of skin (finding)| )) : [0..0] 363714003 |Interprets| = << 248167003 |Facial appearance|"
TMP-u4qm72,0,"<<105480006 | Refusal of treatment by patient (situation) |"
TMP-gxvn0d,0,"< 410720000:
           [0..0] {363698007 |Finding site (attribute)| = *}"
TMP-5fwe3y,1,"<< 297947008 |Finding of consistency of skin (finding)|"
TMP-5fwe3y,1,"<< 366649008 |Finding of thickness of skin (finding)|"
TMP-5fwe3y,0,"< 185823004 |Finding of skin texture (finding)|: {363698007 |Finding site (attribute)| = (20795001 |Structure of skin region (body structure)| OR 39937001 |Skin structure (body structure)|) }"
TMP-uj1pwr,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-zv5seu,0,"< 185823004 |Finding of skin texture (finding)| MINUS (<< 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)|)"
TMP-phbr34,0,"< 410720000 |Pain by sensation quality (finding)|"
TMP-phbr34,0,"< 410720000 |Pain by sensation quality (finding)| MINUS < 301857004 |Finding of body region (finding)|"
TMP-3cnbpp,0,"< 410720000 | Pain by sensation quality (finding) |:[0..0] 363698007 |Finding site (attribute)| =<<123037004 |Body structure (body structure)|"
TMP-zj5gr1,0,"<185823004 |Finding of skin texture (finding)|"
TMP-ucstfk,0,"(< 185823004 |Finding of skin texture|: 363698007 |Finding site (attribute)| = (39937001 |Skin structure (body structure)| OR 20795001 |Structure of skin region (body structure)|)) MINUS (<< 20795001 |Structure of skin region (body structure)| or << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR << 276323006 |Finding of color of skin (finding)|)"
TMP-6mvocs,0,"<185823004 |Finding of skin texture| MINUS (<<297947008 |Finding of consistency of skin (finding)| OR <<366649008 |Finding of thickness of skin (finding)|)"
TMP-2iuazs,0,"<< 73211009 |Diabetes mellitus| OR (< 64572001 |Disorder| : * = << 73211009 |Diabetes mellitus|)"
TMP-nxi4j1,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-adu0gi,0,"<< 185823004 |Finding of skin texture|"
TMP-5npk1k,0,"< 410720000: [0..0] 363698007 = *"
TMP-d0eudt,0,"(< 185823004 |Finding of skin texture (finding)|: 363698007 = 39937001) MINUS (<< 366649008 OR << 297947008 OR 403197009 OR 274672009)"
TMP-ukpc2s,0,"<410720000 | Pain by sensation quality (finding)|"
TMP-727ied,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-vjzaaz,0,"<185823004 |Finding of skin texture (finding)| or <<279002006 |Lichenification of skin (finding)|"
TMP-i2m72d,0,"<410720000 |Pain by sensation quality (finding)|: [0..0]363698007 |Finding site (attribute)|=*"
TMP-xnrkpf,0,"< 410720000 | Pain by sensation quality (finding) |:
[0..0] 363698007 |Finding site (attribute)| = << 442083009 |Anatomical or acquired body structure (body structure)|"
TMP-e0l5qe,0,"< 185823004 |Finding of skin texture (finding)|:
363698007 |Finding site| = >> 20795001 |Structure of skin region (body structure)|"
TMP-e0l5qe,1,"<< 297947008 |Finding of consistency of skin (finding)| OR << 366649008 |Finding of thickness of skin (finding)|"
TMP-zjc7b9,0,"< 185823004 |Finding of skin texture (finding)|:
363698007 |Finding site| = >> 20795001 |Structure of skin region (body structure)|"
TMP-zjc7b9,1,"<< 297947008 |Finding of consistency of skin (finding)| OR << 366649008 |Finding of thickness of skin (finding)|"
73171000052105,0,"(((<<102572006 |ödem i ben| OR <<444848005 |ryggödem|) MINUS <<403385000 |lymfödem i ben|) MINUS <<65605001 |ryggmärgsödem|) OR (271808008 |generaliserat ödem|) OR (248499004 |ödem i lågt belägna kroppsdelar|)"
TMP-tyjouz,0,"< 185823004 |Finding of skin texture (finding)| minus ( <<20795001 OR <<  366649008 OR <<297947008 OR <<276323006 OR <<297971001)"
TMP-xpx4oz,0,"< 185823004 |Finding of skin texture (finding)| minus (< 20795001 or << 366649008 or << 297947008 or << 276323006 or << 297971001 or  < 247434009 or < 271761007)"
62831000003103,0,"< 410720000 | Pain by sensation quality (finding) |:
( [0..0] 363698007 |Finding site| = * )"
62941000003103,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-fxqlts,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-4c65en,0,"((<185823004 |Finding of skin texture|:[0..0]363698007 |Finding site|=<20795001) MINUS <<366649008) MINUS <<297947008"
TMP-ue7lgh,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-b9b339,0,"< 185823004 |Finding of skin texture (finding)|"
TMP-9y2x4i,0,"< 410720000 | Pain by sensation quality (finding) |"
TMP-yf3sgm,0,"<410720000 |Pain by sensation quality (finding)|"
TMP-yf3sgm,1,"<410720000 |Pain by sensation quality (finding)|:363698007 |Finding site|=*"
TMP-ze0i2n,0,"<185823004 |Finding of skin texture|"
TMP-ze0i2n,1,"<185823004 |Finding of skin texture| : 363698007 |Finding site| =<20795001 |Structure of skin region|"
TMP-ze0i2n,1,"<< 366649008 |Finding of thickness of skin (finding)|"
TMP-ze0i2n,1,"<< 297947008 |Finding of consistency of skin (finding)|"
TMP-6cy8vf,0,"<< 410607006 |Organism (organism)|"
TMP-8akvn7,0,"(816995008 |Rough skin (finding)| OR <185823004 |Finding of skin texture (finding)|) MINUS (<<366649008 |Finding of thickness of skin (finding)| OR <<297947008 |Finding of consistency of skin (finding)| OR <<95320005 |Disorder of skin (disorder)| OR <271761007 |Scaly skin (finding)| OR <247434009 |Wrinkled skin (finding)| OR <<827180003 |Dry skin of abdomen (finding)|)"
TMP-z5wj04,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-9m33vh,0,"<185823004 |Finding of skin texture (finding)|"
TMP-t62sv7,0,"<185823004 |Finding of skin texture| MINUS (<<366649008 |Thickness of skin - finding| OR <<297947008 |Finding of consistency of skin| OR <<406122000 |Head finding (finding)|)"
TMP-5xw6rh,0,"< 410720000 | Pain by sensation quality (finding) |"
TMP-r7idmd,0,"< 185823004 |Finding of skin texture (finding)| MINUS (<< 366649008 |Finding of thickness of skin (finding)|OR << 297947008 |Finding of consistency of skin (finding)|)"
TMP-v3fwzd,0,"<185823004 |Finding of skin texture (finding)| MINUS (<< 366649008 |Finding of thickness of skin (finding)| OR <<297947008 |Finding of consistency of skin (finding)| OR << 275887009 |Scaly scalp (finding)| OR <<248194004 |Wrinkled face (finding)|)"
TMP-gkdkd8,0,"<<56265001 | Heart disease (disorder) |"
TMP-aepo6v,0,"< 410720000 | Pain by sensation quality (finding) |"
TMP-gi38oa,0,"< 185823004 |Finding of skin texture (finding)| MINUS (< 185823004 |Finding of skin texture (finding)|: 363698007 |Finding site (attribute)| = < 20795001 |Structure of skin region (body structure)|)"
TMP-gi38oa,1,"<<366649008 | Thickness of skin - finding |"
TMP-gi38oa,1,"<<297948003 | Normal skin consistency |"
TMP-gi38oa,1,"<<297947008 | Finding of consistency of skin |"
TMP-gi38oa,1,"<<403197009 | Sun-induced wrinkles |"
TMP-gi38oa,0,"<<403197009 | Sun-induced wrinkles (disorder) |"
TMP-gi38oa,1,"<<247434009 | Wrinkled skin |"
TMP-1yna9a,0,"<410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-xtk7h2,0,"< 185823004 |Finding of skin texture (finding)|"
63341000003107,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-7v5lbi,0,"<185823004 |Finding of skin texture|"
TMP-t6ptxs,0,"< 410720000 | Pain by sensation quality (finding) | : [0..0] {363698007 |Finding site (attribute)| = *}"
TMP-slq2nk,0,"< 410720000 | Pain by sensation quality (finding) |"
TMP-slq2nk,1,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-mxuzvf,0,"<185823004 |Finding of skin texture|
MINUS (<<366649008 |Thickness of skin - finding|
OR <<297947008 |Finding of consistency of skin| 
OR <<248194004 |Wrinkled face| 
OR << 275887009 |Scaly scalp|)"
TMP-m5sxem,0,"( < 185823004 |Finding of skin texture (finding)| :
( 363698007 |Finding site| = 39937001 |Skin structure| 
or 363698007 |Finding site| = 20795001 |Structure of skin region|
) ) 
MINUS 
( 
<< 366649008 |Finding of thickness of skin (finding)|
or 
<< 297947008 |Finding of consistency of skin (finding)|
)"
