id	description	exclusionClause	feedbackEmail	lastModified	lastModifiedBy	moduleId	name	namespace	organization	terminology	version	terminologyHandlerKey	terminologyHandlerUrl	workflowPath	stableUUIDs	inactiveLastModified	refeshDescriptionsLastModified
2454	"Project for Norwegian translation of SNOMED CT"	NULL	snomed@ehelse.no	"2021-08-16 14:45:36"	jschofield	51000202101	"Norwegian translation project"	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:28.752000"	"2020-09-29 21:25:28.752000"
2553	"A project for the NO NRC Training Workshop"	NULL	snomed@ehelse.no	"2021-09-20 12:38:56"	jschofield	51000202101	"NO Translation Workshop"	1000202	eHelse	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-09-20 12:38:56.012000"	"2020-09-29 21:25:28.861000"
2653	"PHAST fr translation cleaned for publication"	NULL	francois.macary@phast.fr	"2020-02-14 11:01:47"	fmacary	11000188109	PHAST2020	1000188	Phast	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
2705	"Project containing all the refsets for the official Belgian Extension"	NULL	terminologie@health.fgov.be	"2021-03-23 11:04:54"	jschofield	11000172109	"Belgian Extension Project"	1000172	"BE NRC"	SNOMEDCT-BE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-02-03 12:36:16.589000"	"2020-09-29 21:25:29.358000"
2853	"This project includes a group of subsets relevant collecting data related to the COVID-19 pandemic."	NULL	arh@ihtsdo.org	"2021-02-01 11:46:32"	ahojen	900000000000445007	"COVID-19 Subsets"	1000003	IHTSDO	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	SNOMED	0	"2020-09-29 21:25:29.488000"	"2020-09-29 21:25:29.488000"
2854	"Refset and translation activities related to terminology efforts for covid-19 monitoring"	NULL	jorn.andre.jorgensen@ehelse.no	"2021-08-16 14:46:36"	jschofield	51000202101	"Norwegian covid-19 project"	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:30.368000"	"2020-09-29 21:25:30.368000"
2953	"A-U-S Training for translation"	NULL	nrc-help@cdac.in	"2021-07-12 04:52:06"	apatil	672401000189105	"A-U-S test"	1000189	NRCeS	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
2955	"new release of Unani"	NULL	usamakramdr@gmail.com	"2020-12-19 05:10:22"	uakram	449080006	"Unani project"	head	CCRUM-AYUSH	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:30.633000"	"2020-09-29 21:25:30.633000"
2956	"Oversettelsesprosjekt test for semantix"	NULL	jorn.andre.jorgensen@ehelse.no	"2021-08-16 14:46:51"	jschofield	51000202101	"Semantix test"	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:30.743000"	"2020-09-29 21:25:30.743000"
2957	"Patient Friendly Terms Extension"	NULL	nrc-help@cdac.in	"2021-08-06 09:17:59"	apatil	672381000189105	"Patient Instructions Extension"	1000189	"NRC India"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
2958	"An internal project for piloting the translation tool."	NULL	kim.ann.boyles@ehelse.no	"2021-08-16 14:46:07"	jschofield	51000202101	"NO Translation pilot project-April-2020"	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	SNOMED	0	"2020-09-29 21:25:30.853000"	"2020-09-29 21:25:30.853000"
2959	"Implementation Course Refset Project-exercise"	NULL	dorrell.metcalfe@nshealth.ca	"2020-09-29 21:25:31"	nmarques	900000000000445007	"Implementation Course Refset Project-exercise"	1000003	NULL	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	SNOMED	0	"2020-09-29 21:25:30.986000"	"2020-09-29 21:25:30.986000"
2960	"Implementation Course Refset Project"	NULL	dorrell.metcalfe@nshealth.ca	"2020-09-29 21:25:31"	nmarques	900000000000207008	"Implementation Course Refset Project"	1000003	NULL	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:31.094000"	"2020-09-29 21:25:31.094000"
2961	"Diagnósticos utilizados no CHUP"	NULL	nuno.abreu@chporto.min-saude.pt	"2020-09-29 21:25:31"	nmarques		Diagnósticos	NULL	"Centro Hospitalar Universitário do Porto"	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:31.208000"	"2020-09-29 21:25:31.208000"
2962	"An internal project for piloting the translation tool. Testing reviewer 2 option."	NULL	kim.ann.boyles@ehelse.no	"2021-08-16 14:46:19"	jschofield	51000202101	"NO Translation pilot project-April-2020-3-n-workflow"	1000202	NSHT	SNOMEDCT	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	SNOMED	0	"2020-09-29 21:25:31.309000"	"2020-09-29 21:25:31.309000"
3053	"HP Translations import test and verification"	NULL	kim.ann.boyles@ehelse.no	"2021-08-16 14:47:22"	jschofield	51000202101	"HP Translations #1"	1000202	NHST	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:31.406000"	"2020-09-29 21:25:31.406000"
3103	"Chronic Disease Management"	NULL	NULL	"2020-05-14 14:34:37"	tshird	11000220105	"Chronic Disease Management"	1000220	HSE	SNOMEDCT-IE	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
3104	"WCI Test AUTHORING-INTL Project"	NULL	NULL	"2021-03-15 17:41:29"	rwood	900000000000207008	"WCI Test AUTHORING-INTL Project"	1000003	NULL	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
3105	"Test Translation to PT"	NULL	NULL	"2020-05-20 11:23:20"	jduarte	NULL	PTtranslation	NULL	NULL	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
3106	"NZ SACT Refset Project"	NULL	snomed_ct@moh.govt.nz	"2020-10-14 10:46:44"	tshird	21000210109	"NZ SACT Refset Project"	1000210	"NZ Ministry of Health"	SNOMEDCT-NZ	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:31.646000"	"2020-09-29 21:25:31.646000"
3153	"Translation project to grossly cover cover Anatomy, findings, disorders, etc in Ayurveda"	NULL	nrc-help@cdac.in	"2021-07-12 10:03:14"	apatil	672401000189105	"Ayurveda SCT Project"	1000189	"NRC India"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
3154	"WCI Test MANAGED-SERVICE project"	NULL	NULL	"2021-05-04 16:57:59"	rwood	NULL	"WCI Test MANAGED-SERVICE project"	NULL	NULL	SNOMEDCT-EE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-10-02 04:20:07.708000"	"2020-10-02 04:02:45.931000"
3203	"SNOMED CT value set covering MDDS patient demographics code directories"	NULL	nrc-help@cdac.in	"2020-06-16 10:44:23"	hsharma2	NULL	"SNOMED CT Value Set"	NULL	NRC-India	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
3205	"Irish National Early Warning Systems (INEWS) are used in acute hospitals settings to support the recognition and response to a deteriorating patient"	NULL	NRC@hse.ie	"2020-09-30 16:34:27"	tshird	11000220105	INEWS	1000220	HSE	SNOMEDCT-IE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:31.888000"	"2020-09-29 21:25:31.888000"
3253	test	NULL	NULL	"2020-09-29 21:25:32"	nmarques	NULL	"Implementation Course Training"	NULL	NULL	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:32.050000"	"2020-09-29 21:25:32.050000"
3254	"HP Translations import test and verification.  Concepts that have be translated by Semantix and verified by one specialist from HP."	NULL	Kim.Ann.Boyles@ehelse.no	"2021-08-16 14:47:57"	jschofield	51000202101	"HP Translations #2"	1000202	NHST	SNOMEDCT	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:32.156000"	"2020-09-29 21:25:32.156000"
3303	"SNOMED International global SDOH sets"	NULL	rda@ihtsdo.org	"2021-06-02 07:57:47"	jschofield	900000000000207008	"International SDOH"		"SNOMED International"	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:32.288000"	"2020-09-29 21:25:32.288000"
3353	"Project for translating concepts for HEDA system and for managing refsets"	NULL	igor.bossenko@kodality.com	"2020-09-29 21:25:33"	nmarques	11000181102	"HEDA project"	1000181	"Kodality OÜ"	SNOMEDCT-EE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:32.469000"	"2020-09-29 21:25:32.469000"
3453	"BE Import Project"	NULL	rda@ihtsdo.org	"2020-08-07 08:39:22"	rdavidson	11000172109	"BE Import Project"	1000172	IHTSDO	SNOMEDCT-BE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	NULL	NULL
3454	"Test av mapping refset"	NULL	NULL	"2020-09-29 21:25:33"	nmarques	510000202101	"Norwegian Extension"	1000202	NULL	SNOMEDCT	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	SNOMED	0	"2020-09-29 21:25:32.678000"	"2020-09-29 21:25:32.678000"
3455	"Gjennomgang av oversatte begrep fra Helsenorge for validering"	NULL	ole.kristian.vage@ehelse.no	"2021-08-16 14:48:50"	jschofield	51000202101	Oktober2020-validering	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:32.767000"	"2020-09-29 21:25:32.767000"
3456	"NZ Project for allied health software for the NZ Market"	NULL	snomed_ct@moh.govt.nz	"2020-09-29 21:25:33"	nmarques	21000210109	"NZ Allied Health Refset Project"	1000210	"New Zealand Ministry of Health"	SNOMEDCT-NZ	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:33.358000"	"2020-09-29 21:25:33.358000"
3553	"Irish Gynaecology discharge summary"	NULL	NRC@hse.ie	"2020-09-30 16:34:53"	tshird	900000000000445007	"Irish Gynaecology discharge summary"	1000220	HSE	SNOMEDCT	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:33.538000"	"2020-09-29 21:25:33.538000"
3554	"Project for Expo 2020 tutorials and demos."	NULL	jza@snomed.org	"2020-09-09 16:10:29"	jzammit	900000000000445007	"SNOMED CT Expo 2020 Project"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
3555	"Chronic Disease Management (Ireland)"	NULL	NRC@hse.ie	"2020-09-30 16:35:33"	tshird	NULL	"Chronic Disease Management (Ireland)"	1000220	HSE	SNOMEDCT-IE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:33.631000"	"2020-09-29 21:25:33.631000"
3556	"Coronavirus reference set Ireland"	NULL	NRC@hse.ie	"2020-09-30 16:35:48"	tshird	11000220105	"Coronavirus reference set Ireland"	1000220	HSE	SNOMEDCT-IE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:33.725000"	"2020-09-29 21:25:33.725000"
3557	"HP Translation test with new template"	NULL	Kim.Ann.Boyles@ehelse.no	"2021-08-16 14:47:40"	jschofield	51000202101	"HP Translations #3"	1000202	NSHT	SNOMEDCT	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:33.824000"	"2020-09-29 21:25:33.824000"
3558	"Irish Refset Project"	NULL	NRC@hse.ie	"2021-10-13 14:54:02"	tshird	11000220105	"Irish Refset Project"	1000220	HSE	SNOMEDCT-IE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-10-13 14:54:02.124000"	"2021-10-13 14:46:05.805000"
3603	"This is a test project"	NULL	NULL	"2020-10-08 10:52:14"	srainersablatnig	NULL	"Test: SRA"	NULL	NULL	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-10-08 10:52:13.275000"	"2020-10-08 10:52:13.275000"
3653	teste	NULL	NULL	"2020-10-21 09:05:01"	nabreu	NULL	eliminar	NULL	NULL	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-10-21 09:03:56.945000"	"2020-10-21 09:03:56.945000"
3654	"Vietnam Project"	NULL	lbi@ihtsdo.org	"2021-09-22 22:40:07"	lbird	11000269107	"Vietnam Project"	1000269	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2020-10-22 06:41:00.338000"	"2020-10-22 06:41:00.338000"
3655	"Demo for pilot hospitals to prepare for Vietnam pilot"	NULL	nnam@fhi360.org	"2020-12-08 09:49:40"	lbird	449080006	"Vietnam Demo"	NULL	"Vietnam MoH, FHI360"	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-10-29 07:14:51.535000"	"2020-10-29 07:14:51.535000"
3656	"Translation demo"	NULL	nnam@fhi360.org	"2021-05-13 15:29:08"	rwood	449080006	"Vietnam translation demo"	NULL	"Vietnam MoH, FHI360"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-10-29 07:40:12.858000"	"2020-10-29 07:40:12.858000"
3657	"Refsets by Austrian NRC (ELGA GmbH) for internal use"	NULL	NULL	"2020-11-02 14:15:24"	srainersablatnig	NULL	"ELGA: S&U Refsets"	NULL	NULL	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-11-02 14:15:23.842000"	"2020-11-02 14:15:23.842000"
3658	"A project to create Korean subsets for stomach cancer."	NULL	hyoseon@k-his.or.kr	"2021-08-05 08:50:07"	lbird	11000267109	"ROK - Hospital A (stomach cancer)"	1000267	"Korean Health Information Service (KHIS)"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2020-11-03 07:34:09.190000"	"2020-11-03 07:34:09.190000"
3659	"A project to create Korean subsets for colorectal cancer."	NULL	hyoseon@k-his.or.kr	"2021-08-05 08:51:13"	lbird	11000267109	"ROK - Hospital B (colorectal cancer)"	1000267	"Korean Health Information Service (KHIS)"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2020-11-03 07:36:12.059000"	"2020-11-03 07:36:12.059000"
3660	"A project to create Korean subsets for lung cancer."	NULL	hyoseon@k-his.or.kr	"2021-08-05 08:51:55"	lbird	11000267109	"ROK - Hospital C (lung cancer)"	1000267	"Korean Health Information Service"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2020-11-03 07:37:08.007000"	"2020-11-03 07:37:08.007000"
3661	"A project to create Korean subsets for thyroid cancer."	NULL	hyoseon@k-his.or.kr	"2021-08-05 08:52:27"	lbird	11000267109	"ROK - Hospital D (thyroid cancer)"	1000267	"Korean Health Information Service (KHIS)"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2020-11-03 09:09:13.219000"	"2020-11-03 09:09:13.219000"
3662	"A project to create Korean subsets for breast cancer."	NULL	hyoseon@k-his.or.kr	"2021-08-05 08:53:00"	lbird	11000267109	"ROK - Hospital E (breast cancer)"	1000267	"Korean Health Information Service (KHIS)"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2020-11-03 09:10:23.152000"	"2020-11-03 09:10:23.152000"
3663	"German Translation Project"	NULL	rda@ihtsdo.org	"2021-03-02 17:03:31"	rwood	900000000000207008	"German Translation Project"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-11-03 09:54:24.112000"	"2020-11-03 09:54:24.112000"
3703	"Testing how to create a project"	NULL	daisy.ho@mdland.com	"2020-11-11 23:45:45"	dho	1001	"Test MDLANd"	TEST	MDLAND	SNOMEDCT	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-11-11 23:45:44.503000"	"2020-11-11 23:45:44.503000"
3753	"Referansesett nødvendig for SAFEST integrasjonen"	NULL	jorn.andre.jorgensen@ehelse.no	"2021-08-16 14:49:13"	jschofield	51000202101	"SAFEST integrasjon"	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-11-18 07:29:22.353000"	"2020-11-18 07:29:22.353000"
3903	"JSC Test Project"	NULL	jsc@snomed.org	"2020-12-10 12:33:59"	jschofield	NULL	"JSC Test Project"	NULL	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-12-10 12:33:58.807000"	"2020-12-10 12:33:58.807000"
3953	"Pressure Ulcer for Health Factor"	NULL	aodutola@deloitte.com	"2020-12-16 14:16:22"	hodutola	NULL	"Pressure Ulcer"	NULL	NULL	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2020-12-16 14:16:21.738000"	"2020-12-16 14:16:21.738000"
3954	"Translation project covering gross body organs, findings and disorders"	NULL	nrc-help@cdac.in	"2021-10-04 15:59:15"	rwood	672391000189107	"Unani SCT Project"	1000189	"NRC India"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-12-18 13:55:52.812000"	"2020-12-18 13:55:52.812000"
3955	"It is an translation project covering gross body structures, required qualifiers, substances, etc."	NULL	nrc-help@cdac.in	"2021-10-04 15:59:22"	rwood	672401000189105	"Siddha SCT Project"	1000189	"NRC India"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-01-04 14:09:24.157000"	"2021-01-04 14:09:24.157000"
3956	"HealthHub test project"	NULL	maro.shin@healthhub.kr	"2021-01-07 03:09:48"	dshin	NULL	HealthHub	NULL	HH	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-01-07 03:09:47.789000"	"2021-01-07 03:09:47.789000"
4003	"SCT Core problem list translations in Finnish (professional and customer-friendly)"	NULL	mikko.harkonen@thl.fi	"2021-01-20 15:31:36"	mharkonen	1000229	"Finnish Core Problem list translation"	1000229	THL	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-01-20 14:37:09.243000"	"2021-01-20 14:37:09.243000"
4053	"Armenian Project"	NULL	lbi@ihtsdo.org	"2021-09-22 22:41:20"	lbird	11000270108	"Armenian Project"	1000270	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2021-01-28 09:59:35.592000"	"2021-01-28 09:59:35.592000"
4103	"Will this work"	NULL	Kim.Ann.Boyles@ehelse.no	"2021-03-26 15:35:30"	kboyles	51000202101	TestforUlrich	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-02-05 13:51:46.791000"	"2021-02-05 13:51:46.791000"
4104	"A project for the CSIRO team"	NULL	lbi@snomed.org	"2021-02-08 14:31:28"	jschofield	NULL	"CSIRO Project"	NULL	CSIRO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-02-08 02:44:33.158000"	"2021-02-08 02:44:33.158000"
4105	"Test av kontekstspesifikt språkrefset for fastleger"	NULL	eirik@conteir.no	"2021-09-16 11:17:44"	eroenjum	51000202101	"Test - språk fastlege"	1000202	"Direktoratet for ehelse"	SNOMEDCT-NO	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	SNOMED	0	"2021-02-09 09:49:03.930000"	"2021-02-09 09:49:03.930000"
4106	"Batch work test"	NULL	Kim.Ann.Boyles@ehelse.no	"2021-02-11 10:42:27"	kboyles	51000202101	Validation	1000202	NHST	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-02-11 10:42:26.135000"	"2021-02-11 10:42:26.135000"
4203	"Fra team registerkopling"	NULL	kim.ann.boyles@ehelse.no	"2021-04-07 13:07:54"	ovage	51000202101	"Koloskopitermar mars 2021"	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-03-26 13:20:49.494000"	"2021-03-26 13:20:49.494000"
4253	"Oversettelse av toppbegrepene"	NULL	ole.kristian.vage@ehelse.no	"2021-04-20 06:51:50"	ovage	51000202101	Toppbegreper	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-04-06 12:27:30.253000"	"2021-04-06 12:27:30.253000"
4303	"Omsetjing av toppanatomi"	NULL	ole.kristian.vage@ehelse.no	"2021-04-22 12:21:56"	ovage	51000202101	Toppanatomi	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-04-09 10:54:44.682000"	"2021-04-12 10:03:19.160000"
4403	"Translation project for toplevels"	NULL	uan@sorano.net	"2021-04-14 13:53:00"	uandersen	51000202101	TopOntol1	1000202	NRCN	SNOMEDCT-NO	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2021-04-14 10:06:10.466000"	"2021-04-14 10:06:10.466000"
4453	"Test av kvalitetssikring av omsetjingar hos HP"	NULL	ole.kristian.vage@ehelse.no	"2021-08-25 06:52:18"	ovage	51000202101	HP_Test	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-04-22 07:06:16.342000"	"2021-04-22 07:06:16.342000"
4454	"Innhold for Helsebiblioteket"	NULL	eirik@conteir.no	"2021-06-02 17:35:31"	eroenjum	51000202101	Helsebiblioteket	1000202	Helsebiblioteket	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	SNOMED	0	"2021-04-22 10:46:27.019000"	"2021-04-22 10:46:27.019000"
4553	Decapitalization	NULL	uander@ehelse.no	"2021-04-26 13:32:36"	uandersen	51000202101	Dekap	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-04-22 15:00:23.699000"	"2021-04-22 15:00:41.734000"
4653	"Authoring handler"	NULL	NULL	"2021-04-26 14:06:26"	uandersen	51000202101	Decap1	1000202	NSHT	SNOMEDCT-NO	NULL	AUTHORING-INTL	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-04-26 14:06:25.559000"	"2021-04-26 14:06:25.559000"
4703	"Kvalitetssikring av omsetjing av anatomiske omgrep til bokmål"	NULL	ole.kristian.vage@ehelse.no	"2021-09-14 12:54:43"	mtochmarquardt	51000202101	HP_anatomi	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-04-28 13:58:11.162000"	"2021-04-28 13:58:11.162000"
4853	"Common German Group"	NULL	rda@ihtsdo.org	"2021-09-20 15:04:52"	rwood	3610484007	"Common German Group"	1001000	IHTSDO	SNOMEDCT-CDE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2021-05-18 12:33:50.608000"	"2021-05-18 12:33:50.608000"
4903	"Kvalitetssikring av omgrep knytt til kliniske funn"	NULL	ole.kristian.vage@ehelse.no	"2021-10-20 12:14:47"	mtochmarquardt	51000202101	"HP_kliniske funn"	1000202	NSHT	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-05-28 11:47:23.211000"	"2021-05-28 11:47:23.211000"
