refsets_id	negated	value
29368736	0	<<385699009
29368736	0	<<274483006
29368736	0	<<439236000
29368736	0	<<31965002
29368736	0	<<362958002
29368736	0	<<25928001
29368736	0	<<229270007
29368736	0	<<106030000
29368736	0	<<298685005
29368736	0	<<263126002
29368736	0	<<106028002
29368736	0	<<167036008
29368736	0	<<303624006
29368736	0	<<1579007
29368736	0	<<463892005
29368736	0	<<702933008
29368736	0	<<463341009
29368736	0	<<22731001
29368736	0	<<463946006
29368736	0	<<118666003
29368736	0	<<310161006
29368736	0	<<183545006
29368736	0	<<463386007
29368736	0	<<83756009
29368736	0	<<394801008
29368736	0	<<463213007
29368736	0	<<4424002
29368736	0	<<423204009
29368736	0	<<59169001
29368736	0	<<309989009
29368736	0	<<463255003
29368736	0	<<463328005
29368736	0	<<266907002
29368736	0	<<463188001
29368736	0	<<185252009
29368736	0	<<463280003
29368736	0	<<463627008
29368736	0	<<700784006
29368736	0	<<308278001
29368736	0	<<183727009
29368736	0	<<701195002
29368736	0	<<164503006
29368736	0	<<463350006
29368736	0	<<305723005
29368736	0	<<305897005
29368736	0	<<185485004
29368736	0	<<717143009
29368736	0	<<705911003
29368736	0	<<761960006
29368736	0	<<463314004
29368736	0	<<702191008
29368736	0	<<463208008
29368736	0	<<705901005
29368736	0	<<303856001
29368736	0	<<128538000
29368736	0	<<66391000
29368736	0	<<302414003
29368736	0	<<416621003
29368736	0	<<304364007
29368736	0	<<183991005
29368736	0	<<414252009
29368736	0	<<26107004
29368736	0	<<66954000
29368736	0	<<416536005
29368736	0	<<467831004
29368736	0	<<309428008
29368736	0	<<228595003
29368736	0	<<705178002
29368736	0	<<266743001
29368736	0	<<702916001
29368736	0	<<310129007
29368736	0	<<80522000
29368736	0	<<309360001
29368736	0	<<736055001
29368736	0	<<423040001
29368736	0	"<< 64623003"
29368736	0	<<108305003
29368736	0	<<226050009
29368736	0	<<229594008
29368736	0	<<84478008
29368736	0	<<705196006
29368736	0	<<309940004
29368736	0	<<705201002
29368736	0	<<768822006
29368736	0	<<229064008
29368736	0	<<410088003
29368736	0	<<278414003
29368736	0	<<107658001
29368736	0	<<18867006
29852953	0	<<386510005
29852953	0	<<406080008
29852953	0	<<408654003
29852953	0	<<12535006
29852953	0	<<263629008
29852953	0	<<280115004
29852953	0	<<127584007
29852953	0	<<70201003
29852953	0	<<370862004
29852953	0	<<423444004
29852953	0	<<385699009
29852953	0	<<274483006
29852953	0	<<439236000
29852953	0	<<31965002
29852953	0	<<362958002
29852953	0	<<25928001
29852953	0	<<229270007
29852953	0	<<106030000
29852953	0	<<298685005
29852953	0	<<263126002
29852953	0	<<106028002
29852953	0	<<167036008
29852953	0	<<303624006
29852953	0	<<1579007
29852953	0	<<463892005
29852953	0	<<702933008
29852953	0	<<463341009
29852953	0	<<22731001
29852953	0	<<463946006
29852953	0	<<118666003
29852953	0	<<310161006
29852953	0	<<183545006
29852953	0	<<463386007
29852953	0	<<83756009
29852953	0	<<394801008
29852953	0	<<463213007
29852953	0	<<4424002
29852953	0	<<423204009
29852953	0	<<59169001
29852953	0	<<309989009
29852953	0	<<463255003
29852953	0	<<463328005
29852953	0	<<266907002
29852953	0	<<463188001
29852953	0	<<185252009
29852953	0	<<463280003
29852953	0	<<463627008
29852953	0	<<700784006
29852953	0	<<308278001
29852953	0	<<183727009
29852953	0	<<701195002
29852953	0	<<164503006
29852953	0	<<463350006
29852953	0	<<305723005
29852953	0	<<305897005
29852953	0	<<185485004
29852953	0	<<717143009
29852953	0	<<705911003
29852953	0	<<761960006
29852953	0	<<463314004
29852953	0	<<702191008
29852953	0	<<463208008
29852953	0	<<705901005
29852953	0	<<303856001
29852953	0	<<128538000
29852953	0	<<66391000
29852953	0	<<302414003
29852953	0	<<416621003
29852953	0	<<304364007
29852953	0	<<183991005
29852953	0	<<414252009
29852953	0	<<26107004
29852953	0	<<66954000
29852953	0	<<416536005
29852953	0	<<467831004
29852953	0	<<309428008
29852953	0	<<228595003
29852953	0	<<705178002
29852953	0	<<266743001
29852953	0	<<702916001
29852953	0	<<310129007
29852953	0	<<80522000
29852953	0	<<309360001
29852953	0	<<736055001
29852953	0	<<423040001
29852953	0	"<< 64623003"
29852953	0	<<108305003
29852953	0	<<226050009
29852953	0	<<229594008
29852953	0	<<84478008
29852953	0	<<705196006
29852953	0	<<309940004
29852953	0	<<705201002
29852953	0	<<768822006
29852953	0	<<229064008
29852953	0	<<410088003
29852953	0	<<278414003
29852953	0	<<107658001
29852953	0	<<18867006
29852956	0	"<<247052002 | Cataract finding (finding) |"
29852956	0	"<<13793006 | Extracapsular extraction of lens (procedure) |"
29852956	0	"85785001 | Capsulotomy of lens (procedure) |"
29852956	0	"<<308090007 | On examination - right cataract absent (situation) |"
29852956	0	"<<308088006 | On examination - right cataract present (situation) |"
29852956	0	"363960009 | Cataract feature (observable entity) |"
29852956	0	"422349000 | Cataract surgery specialty (qualifier value) |"
29852956	0	"<<735924004 | Cataract lens fragments in anterior chamber of eye due to and following cataract surgery (finding) |"
29852956	0	"<<722439009 | Endothelial dystrophy, iris hypoplasia, congenital cataract, stromal thinning syndrome (disorder) |"
29852956	0	"<<110473004 | Cataract surgery (procedure) |"
29852956	0	"<< 171216005 | Cataract screening (procedure) |"
29852956	0	"<<385910005 | Cataract care education (procedure) |"
29852956	0	"<<385908008 | Cataract care assessment (procedure) |"
29852956	0	"<<385911009 | Cataract care management (procedure) |"
29852956	0	"<<45919008 | Excision of secondary membrane (procedure) |"
29852956	0	"<<415266006 | Referral to cataract clinic (procedure) |"
29852956	0	"<<408383005 | Referral for cataract extraction (procedure) |"
29852956	0	"<< 410702009 | Pars plana lensectomy of cataract (procedure) |"
29852956	0	"<< 231742002 | Combined operation with cataract extraction (procedure) |"
29852956	0	"<<54305003 | Lens couching procedure (procedure) |"
29852956	0	"<< 160348002 | Family history: Cataract (situation) |"
29852956	0	"<<161489009 | History of cataract (situation) |"
29852956	0	"<<95721006 | Unilateral cataract (situation) |"
29852956	0	"<<162811006 | On examination - cataract present (situation) |"
29852956	0	"<<308091006 | On examination - left cataract absent (situation) |"
29852956	0	"<<434215004 | Operation on cataract planned (situation) |"
29852956	0	"<<428535004 | History of cataract extraction (situation) |"
29852956	0	"<<422349000 | Cataract surgery specialty (qualifier value) |"
29852956	0	"<<439054007 | Surgical cataract aspiration - action (qualifier value) |"
29852956	0	"<<128306009 | Cataract (morphologic abnormality) |"
29852956	0	"<<385909000 | Cataract care (regime/therapy) |"
29852985	0	"< 19829001 |disorder of lung|"
29852986	0	"< 19829001 |disorder of lung|: 116676008 |associated morphology| = << 79654002 |edema|"
30701316	0	"<<12738006 | Brain structure (body structure) |"
52561713	0	"<< 71388002|Procedure| : << 405813007|Procedure site - Direct| = 66754008|Appendix structure|"
52697154	0	"<<449410007 |Tubulovillous adenoma of anorectum (disorder)|"
53990723	0	"<405277009 |legitimerad läkare som gör specialiseringstjänstgöring|"
54520392	0	"<< 363349007 |Malignant tumor of stomach|"
54520396	0	<250373003
54520397	0	"<< 363349007 |Cancer of stomach|"
54520398	0	"<< 363349007 | Malignant tumor of stomach (disorder) |"
54816809	0	^321000210102
54816809	0	^71000210108
54816809	0	^61000210102
54816809	0	^261000210101
54816809	0	^471000210108
54816809	0	^241000210102
54816809	0	^191000210102
54816809	0	^91000210107
54816809	0	^421000210109
54816809	0	^351000210106
54816809	0	^251000210104
54816809	0	^50931000210104
54816809	0	^391000210104
54816809	0	^501000210102
54816809	0	^461000210102
54816809	0	^451000210100
54816809	0	^101000210108
54816809	0	^131000210103
54816809	0	^181000210104
54816809	0	^141000210106
54816809	0	^50941000210107
54816809	0	^121000210100
54816809	0	^481000210105
54816809	0	^51000210100
54816809	0	^441000210103
55146296	0	"^ 711112009 |ICNP diagnoses simple map reference set (foundation metadata concept)|"
55146297	0	"<< 363358000 |Malignant tumor of lung (disorder)|"
55451553	0	"<< 363478007 |Malignant tumor of thyroid gland (disorder)|"
55451559	0	"<< 254837009 |Malignant neoplasm of breast (disorder)|"
55855358	0	"<< 254837009 |Malignant neoplasm of breast (disorder)|"
55855361	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
55855368	0	"^ 733990004 |Nursing Activities Reference Set (foundation metadata concept)| ^ 733991000 |Nursing Health Issues Reference Set (foundation metadata concept)|"
55855368	1	"<709261005 | Assessment of breastfeeding |"
55855369	0	"^ 711112009 |ICNP diagnoses simple map reference set (foundation metadata concept)|"
55855371	0	"<< 363349007 |Malignant tumor of stomach (disorder)|"
55855402	0	"< 185823004"
56162348	0	"<405277009 |legitimerad läkare som gör specialiseringstjänstgöring|"
56849687	0	"<<404684003 |Clinical finding|: 363698007 |Finding site| = <<80891009 |Heart structure|, 116676008 |Associated morphology| = <<6574001 |Necrosis|"
57918703	0	"< 366649008 OR < 297947008 OR < 276323006"
57918705	1	1755008
57918705	1	251061000
57918705	0	"<<404684003 |Clinical finding|: 363698007 |Finding site| = <<80891009 |Heart structure|, 116676008 |Associated morphology| = <<6574001 |Necrosis|"
57918732	0	^6001000202100
58337653	0	<185823004
58337653	1	366649008
58337653	1	297947008
58337653	1	274672009
58337653	1	403197009
58337656	0	"< 185823004 | Finding of skin texture (finding) |"
58954404	0	"<<12738006 | Brain structure (body structure) |"
58954414	0	"<< 50043002 | Disorder of respiratory system (disorder) |"
58954414	0	"<<118669005 | Procedure on respiratory system (procedure) |"
58954414	0	"<<183447000 | Admission to respiratory intensive care unit (procedure) |"
58954414	0	"<<410205005 | Respiratory care assessment (procedure) |"
58954414	0	"<<410207002 | Respiratory care management (procedure) |"
58954414	0	"<<408501008 | Emergency hospital admission for chronic obstructive pulmonary disease (procedure) |"
58954414	0	"<<410198006 | Respiratory function management (regime/therapy) |"
58954414	0	"<<409523000 | Standard respiratory precautions (procedure) |"
58954414	0	"<<183507005 | Non-urgent respiratory admission (procedure) |"
58954414	0	"<<363021009 | Complication of respiratory therapy procedure (disorder) |"
58954414	0	"<<23426006 | Measurement of respiratory function (procedure) |"
58954417	0	"^ 816080008 |International Patient Summary|"
59058309	0	"<< 442083009 |Anatomical or acquired body structure (body structure)|: R 405813007 |Procedure site - Direct (attribute)|=   <113091000 | Magnetic resonance imaging (procedure) |"
59058310	0	"<<399912005 | Pressure ulcer (disorder) |"
59805104	0	<<105590001
60063453	0	"<  19829001 |Disorder of lung|  AND <  301867009 |Edema of trunk|"
60063454	0	"<  19829001 |Disorder of lung|  OR  <  301867009 |Edema of trunk|"
60063455	0	"<<  19829001 |Disorder of lung|  MINUS <<  301867009 |Edema of trunk|"
60063456	0	"<< 19829001 |Disorder of lung| MINUS (<< 301867009 |Edema of trunk| OR 12240991000119102)"
60063456	0	"<<12738006 | Brain structure (body structure) |"
60159107	0	"<< 1142182006 OR << 1142181004 OR << 1145003007 OR << 1145035007 OR << 1145034006 OR << 1145023008 OR << 1145033000 OR << 1145030002 OR << 1145022003 OR << 1145032005 OR << 1145029007 OR <<1157195001 OR <<1157106007 OR <<1162644007 OR <<1157198004 OR <<1157200005 OR <<1157199007 OR <<1157201009 OR <<1157113007 OR <<1157120000 OR <<1162648005 OR <<1162650002 OR <<1157110005 OR <<1157118003 OR <<1162647000 OR <<1162649002 OR <<1156270003 OR <<1156746003 OR <<1156256003 OR <<1156267002 OR <<1156265005"
60159150	0	"<<716186003 |No known allergy (situation)|"
62504511	0	"<<716186003 |No known allergy (situation)|"
62796103	0	<<363346000
62843941	0	"<< 12105461000119100 |Burn of dorsum of left hand (disorder)|"
64040953	0	"< 410720000 | Pain by sensation quality (finding) |"
64040954	0	"< 185823004 |Finding of skin texture (finding)| MINUS ( << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR << 248194004 |Wrinkled face (finding)| OR << 275887009 |Scaly scalp (finding)| )"
64437154	0	"< 410720000 | Pain by sensation quality (finding) | : [0..0] 363698007 |Finding site| = << 123037004 |Body structure (body structure)|"
64437155	0	"(< 185823004 |Finding of skin texture (finding)| MINUS ( << 297947008 |Finding of consistency of skin (finding)| OR << 366649008 |Finding of thickness of skin (finding)| )) : [0..0] 363714003 |Interprets| = << 248167003 |Facial appearance|"
64469612	0	"<<105480006 | Refusal of treatment by patient (situation) |"
64469614	0	"< 410720000: [0..0] {363698007 |Finding site (attribute)| = *}"
64469615	1	"<< 297947008 |Finding of consistency of skin (finding)|"
64469615	1	"<< 366649008 |Finding of thickness of skin (finding)|"
64469615	0	"< 185823004 |Finding of skin texture (finding)|: {363698007 |Finding site (attribute)| = (20795001 |Structure of skin region (body structure)| OR 39937001 |Skin structure (body structure)|) }"
64483505	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
64483506	0	"< 185823004 |Finding of skin texture (finding)| MINUS (<< 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)|)"
64489504	0	"< 410720000 |Pain by sensation quality (finding)|"
64489504	0	"< 410720000 |Pain by sensation quality (finding)| MINUS < 301857004 |Finding of body region (finding)|"
64493204	0	"< 410720000 | Pain by sensation quality (finding) |:[0..0] 363698007 |Finding site (attribute)| =<<123037004 |Body structure (body structure)|"
64493206	0	"<185823004 |Finding of skin texture (finding)|"
64499654	0	"(< 185823004 |Finding of skin texture|: 363698007 |Finding site (attribute)| = (39937001 |Skin structure (body structure)| OR 20795001 |Structure of skin region (body structure)|)) MINUS (<< 20795001 |Structure of skin region (body structure)| or << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR << 276323006 |Finding of color of skin (finding)|)"
64499656	0	"<185823004 |Finding of skin texture| MINUS (<<297947008 |Finding of consistency of skin (finding)| OR <<366649008 |Finding of thickness of skin (finding)|)"
64499660	0	"<< 73211009 |Diabetes mellitus| OR (< 64572001 |Disorder| : * = << 73211009 |Diabetes mellitus|)"
64499661	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
64499662	0	"<< 185823004 |Finding of skin texture|"
64499664	0	"< 410720000: [0..0] 363698007 = *"
64499669	0	"(< 185823004 |Finding of skin texture (finding)|: 363698007 = 39937001) MINUS (<< 366649008 OR << 297947008 OR 403197009 OR 274672009)"
64525858	0	"<410720000 | Pain by sensation quality (finding)|"
64525859	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
64537703	0	"<185823004 |Finding of skin texture (finding)| or <<279002006 |Lichenification of skin (finding)|"
64726263	0	"<410720000 |Pain by sensation quality (finding)|: [0..0]363698007 |Finding site (attribute)|=*"
64726268	0	"< 410720000 | Pain by sensation quality (finding) |: [0..0] 363698007 |Finding site (attribute)| = << 442083009 |Anatomical or acquired body structure (body structure)|"
64731453	0	"< 185823004 |Finding of skin texture (finding)|: 363698007 |Finding site| = >> 20795001 |Structure of skin region (body structure)|"
64731453	1	"<< 297947008 |Finding of consistency of skin (finding)| OR << 366649008 |Finding of thickness of skin (finding)|"
64731455	0	"< 185823004 |Finding of skin texture (finding)|: 363698007 |Finding site| = >> 20795001 |Structure of skin region (body structure)|"
64731455	1	"<< 297947008 |Finding of consistency of skin (finding)| OR << 366649008 |Finding of thickness of skin (finding)|"
64731457	0	"(((<<102572006 |ödem i ben| OR <<444848005 |ryggödem|) MINUS <<403385000 |lymfödem i ben|) MINUS <<65605001 |ryggmärgsödem|) OR (271808008 |generaliserat ödem|) OR (248499004 |ödem i lågt belägna kroppsdelar|)"
64793603	0	"< 185823004 |Finding of skin texture (finding)| minus ( <<20795001 OR <<  366649008 OR <<297947008 OR <<276323006 OR <<297971001)"
64793605	0	"< 185823004 |Finding of skin texture (finding)| minus (< 20795001 or << 366649008 or << 297947008 or << 276323006 or << 297971001 or  < 247434009 or < 271761007)"
65006605	0	"< 410720000 | Pain by sensation quality (finding) |: ( [0..0] 363698007 |Finding site| = * )"
65008754	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65008756	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65010655	0	"((<185823004 |Finding of skin texture|:[0..0]363698007 |Finding site|=<20795001) MINUS <<366649008) MINUS <<297947008"
65010657	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65010659	0	"< 185823004 |Finding of skin texture (finding)|"
65010660	0	"< 410720000 | Pain by sensation quality (finding) |"
65010661	0	"<410720000 |Pain by sensation quality (finding)|"
65010661	1	"<410720000 |Pain by sensation quality (finding)|:363698007 |Finding site|=*"
65010662	0	"<185823004 |Finding of skin texture|"
65010662	1	"<185823004 |Finding of skin texture| : 363698007 |Finding site| =<20795001 |Structure of skin region|"
65010662	1	"<< 366649008 |Finding of thickness of skin (finding)|"
65010662	1	"<< 297947008 |Finding of consistency of skin (finding)|"
65010663	0	"<< 410607006 |Organism (organism)|"
65010664	0	"(816995008 |Rough skin (finding)| OR <185823004 |Finding of skin texture (finding)|) MINUS (<<366649008 |Finding of thickness of skin (finding)| OR <<297947008 |Finding of consistency of skin (finding)| OR <<95320005 |Disorder of skin (disorder)| OR <271761007 |Scaly skin (finding)| OR <247434009 |Wrinkled skin (finding)| OR <<827180003 |Dry skin of abdomen (finding)|)"
65010669	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65010670	0	"<185823004 |Finding of skin texture (finding)|"
65010671	0	"<185823004 |Finding of skin texture| MINUS (<<366649008 |Thickness of skin - finding| OR <<297947008 |Finding of consistency of skin| OR <<406122000 |Head finding (finding)|)"
65479555	0	"< 410720000 | Pain by sensation quality (finding) |"
65479556	0	"< 185823004 |Finding of skin texture (finding)| MINUS (<< 366649008 |Finding of thickness of skin (finding)|OR << 297947008 |Finding of consistency of skin (finding)|)"
65479559	0	"<185823004 |Finding of skin texture (finding)| MINUS (<< 366649008 |Finding of thickness of skin (finding)| OR <<297947008 |Finding of consistency of skin (finding)| OR << 275887009 |Scaly scalp (finding)| OR <<248194004 |Wrinkled face (finding)|)"
65482053	0	"<<56265001 | Heart disease (disorder) |"
65482057	0	"< 410720000 | Pain by sensation quality (finding) |"
65482058	0	"< 185823004 |Finding of skin texture (finding)| MINUS (< 185823004 |Finding of skin texture (finding)|: 363698007 |Finding site (attribute)| = < 20795001 |Structure of skin region (body structure)|)"
65482058	1	"<<366649008 | Thickness of skin - finding |"
65482058	1	"<<297948003 | Normal skin consistency |"
65482058	1	"<<297947008 | Finding of consistency of skin |"
65482058	1	"<<403197009 | Sun-induced wrinkles |"
65482058	0	"<<403197009 | Sun-induced wrinkles (disorder) |"
65482058	1	"<<247434009 | Wrinkled skin |"
65545954	0	"<410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65545955	0	"< 185823004 |Finding of skin texture (finding)|"
65545961	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65545965	0	"<185823004 |Finding of skin texture|"
65551157	0	"< 410720000 | Pain by sensation quality (finding) | : [0..0] {363698007 |Finding site (attribute)| = *}"
65555403	0	"< 410720000 | Pain by sensation quality (finding) |"
65555403	1	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65555404	0	"<185823004 |Finding of skin texture| MINUS (<<366649008 |Thickness of skin - finding| OR <<297947008 |Finding of consistency of skin| OR <<248194004 |Wrinkled face| OR << 275887009 |Scaly scalp|)"
65555406	0	"( < 185823004 |Finding of skin texture (finding)| : ( 363698007 |Finding site| = 39937001 |Skin structure| or 363698007 |Finding site| = 20795001 |Structure of skin region|) ) MINUS ( << 366649008 |Finding of thickness of skin (finding)| or << 297947008 |Finding of consistency of skin (finding)|)"
65555408	0	"< 185823004 |Finding of skin texture (finding)| MINUS ( << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR <<248194004 |Wrinkled face (finding)| OR << 275887009 |Scaly scalp (finding)|)"
65555410	0	"< 410720000 | Pain by sensation quality (finding) |"
65555410	0	"< 410720000"
65555410	1	"< 410720000: 363698007=*"
65555411	0	<185823004
65555411	1	<<297947008
65555411	1	<<366649008
65561354	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65561355	0	"<185823004 |Finding of skin texture|"
65561355	1	"<<366649008 | Thickness of skin - finding |"
65561355	1	"<<297947008 | Finding of consistency of skin |"
65561355	1	"<<429193009 | Rhytide of forehead |"
65561355	1	"<<10360000 | Crow's feet |"
65561355	1	"<<9368001 | Circumoral rhytides |"
65561355	1	"<<248194004 | Wrinkled face |"
65561355	1	"<<403197009 | Sun-induced wrinkles |"
65561355	1	"<<275887009 | Scaly scalp |"
65562454	0	"< 410720000 | Pain by sensation quality (finding) |"
65562455	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65562457	0	"< 106076001 |Skin finding (finding)| : [1..1]  363714003 |Interprets (attribute)| =<< 364530004 |Skin texture (observable entity)|"
65562458	0	"< 106076001 |Skin finding (finding)| : [1..1]  363714003 |Interprets (attribute)| =<< 364530004 |Skin texture (observable entity)|"
65562459	0	"< 185823004 |Finding of skin texture (finding)| MINUS ( << 20795001 |Structure of skin region (body structure)| OR << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR << 276323006 |Finding of color of skin (finding)| OR (* : 363698007 |Finding site (attribute)| = << 38866009 |Body part structure (body structure)|))"
65562460	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65569854	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
65575203	0	"< 61167004 |Thyroid stimulating hormone measurement (procedure)|"
65575203	0	"117942008 |Measurement of thyroxine antibody (procedure)|"
65645931	0	"(< 185823004 |Finding of skin texture (finding)| MINUS << 366649008 |Finding of thickness of skin (finding)|) MINUS << 297947008 |Finding of consistency of skin (finding)|"
65645932	0	"(< 185823004 |Finding of skin texture (finding)|) MINUS (429356007 OR 429193009  OR 275887009  OR 248194004  OR 248195003  OR 10360000 OR 9368001 OR 85345005 OR << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)|)"
65645933	0	"< 410720000 |Pain by sensation quality (finding)|"
65645933	1	"<< 29695002 |Throbbing pain (finding)|"
66498703	0	"<185823004 |Finding of skin texture (finding)| MINUS ( << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR << 248194004 |Wrinkled face (finding)| OR << 275887009 |Scaly scalp (finding)| or 274672009 |Changes in skin texture (finding)| OR 403197009 |Sun-induced wrinkles (disorder)| )"
66498752	0	"<405277009 |legitimerad läkare som gör specialiseringstjänstgöring|"
66604112	0	"(((<<102572006 |ödem i ben| OR <<444848005 |ryggödem|) MINUS <<403385000 |lymfödem i ben|) MINUS <<65605001 |ryggmärgsödem|) OR (271808008 |generaliserat ödem|) OR (248499004 |ödem i lågt belägna kroppsdelar|)"
66632903	0	"(<185823004 | Finding of skin texture (finding) | MINUS <366649008 |Finding of thickness of skin (finding)|) MINUS (<297947008 OR <276323006)"
66632906	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
66660003	0	"< 185823004 |Finding of skin texture (finding)|:  363698007 |Finding site (attribute)| != < 39937001 |Skin structure (body structure)|"
66660003	1	"<< 366649008 |Finding of thickness of skin (finding)|"
66660003	1	"<< 297947008 |Finding of consistency of skin (finding)|"
66660003	1	"<< 276323006 |Finding of color of skin (finding)|"
66660003	1	"<< 297971001 |Finding of sensation of skin (finding)|"
66728657	0	"< 410720000 | Pain by sensation quality (finding) |"
66728658	0	"<185823004 |Finding of skin texture (finding)|"
66741404	0	"< 80146002 |Excision of appendix (procedure)|: 260870009 |Priority (attribute)| != 416774000 |Scheduled - priority (qualifier value)|"
66741405	0	<88937006
66741407	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
66741409	0	"< 185823004 | Finding of skin texture (finding) | : [0..0] 363698007 | Finding site | = < 20795001 | Structure of skin region (body structure) |"
66741409	1	"<< 297947008 | Finding of consistency of skin (finding) |"
66741409	1	"<< 366649008 | Finding of thickness of skin (finding) |"
66839006	0	"<106098005 |Urinary system finding (finding)|"
66839006	0	"(<71388002 |Procedure (procedure)|:*=<<122489005 |Urinary system structure (body structure)|)"
68239904	0	"(<404684003 |Clinical finding (finding)|:*=<<122489005 |Urinary system structure (body structure)|) OR (<71388002 |Procedure (procedure)|:*=<<122489005 |Urinary system structure (body structure)|) OR (<<122489005 |Urinary system structure (body structure)|)"
69160703	0	"<128927009 AND <362958002"
69383003	0	"< 430925007 |Measurement of substance (procedure)|"
69383004	0	"< 185823004 |Finding of skin texture (finding)| MINUS ( << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR << 248194004 |Wrinkled face (finding)| OR << 275887009 |Scaly scalp (finding)| )"
70418653	0	"< 118598001 |Property (qualifier value)|"
70418654	0	"<767524001 |Unit of measure (qualifier value)|"
70800803	0	"< 105590001 |Substance|"
70800804	0	"< 105590001 |Substance|"
71676304	0	"<<12738006 | Brain structure (body structure) |"
72261005	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
72261006	0	"< 185823004 |Finding of skin texture (finding)| MINUS ( << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR << 248194004 |Wrinkled face (finding)| OR << 275887009 |Scaly scalp (finding)| )"
72391753	0	"<< 84757009 |Epilepsy|"
72589654	0	"<< 414545008 |Ischemic heart disease|"
72712155	0	"<<247441003 |Erythema (finding)|"
73614803	0	"< 118733005"
73614828	0	"<< 1142182006 OR << 1142181004 OR << 1142180003 OR << 1145003007 OR << 1145035007 OR << 1145034006 OR << 1145026000 OR << 1145028004 OR << 1145031003 OR << 1145023008 OR << 1145033000 OR << 1145030002 OR << 1145022003 OR << 1145032005 OR << 1145029007"
73614829	0	"<< 1142182006 OR << 1142181004 OR << 1142180003 OR << 1145003007 OR << 1145035007 OR << 1145034006 OR << 1145026000 OR << 1145028004 OR << 1145031003 OR << 1145023008 OR << 1145033000 OR << 1145030002 OR << 1145022003 OR << 1145032005 OR << 1145029007"
73614834	0	"<< 1142182006 OR << 1142181004 OR << 1145003007 OR << 1145035007 OR << 1145034006 OR << 1145031003 OR << 1145023008 OR << 1145033000 OR << 1145030002 OR << 1145022003 OR << 1145032005 OR << 1145029007"
73747663	0	"<<716186003 |No known allergy (situation)|"
74410404	0	<<2342007
74410405	0	<<2342007
74446153	0	"^ 816080008 |International Patient Summary| AND < 404684003 | Clinical finding |"
74446154	0	"<< 50043002 | Disorder of respiratory system (disorder) |"
74446154	0	"<<118669005 | Procedure on respiratory system (procedure) |"
74446154	0	"<<183447000 | Admission to respiratory intensive care unit (procedure) |"
74446154	0	"<<410205005 | Respiratory care assessment (procedure) |"
74446154	0	"<<410207002 | Respiratory care management (procedure) |"
74446154	0	"<<408501008 | Emergency hospital admission for chronic obstructive pulmonary disease (procedure) |"
74446154	0	"<<410198006 | Respiratory function management (regime/therapy) |"
74446154	0	"<<409523000 | Standard respiratory precautions (procedure) |"
74446154	0	"<<183507005 | Non-urgent respiratory admission (procedure) |"
74446154	0	"<<363021009 | Complication of respiratory therapy procedure (disorder) |"
74446154	0	"<<23426006 | Measurement of respiratory function (procedure) |"
74446155	0	"(<404684003 |Clinical finding (finding)|:*=<<122489005 |Urinary system structure (body structure)|) OR (<71388002 |Procedure (procedure)|:*=<<122489005 |Urinary system structure (body structure)|) OR (<<122489005 |Urinary system structure (body structure)|)"
75277453	0	<<368208006
